split,policy,cost_mode,lambda,mean_reward,mean_cost,mean_utility,choice_counts_by_route,choice_agreement_with_oracle_cost_q
eval,q_bare_direct,fixed_train_mean,15.0,0.36363636363636365,0.0040401072412587415,0.3030347550174825,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 130, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 85}",0.8286713286713286
eval,q_bare_direct,oracle_actual_cost,15.0,0.36713286713286714,0.003432647664335664,0.3156431521678322,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 132, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 72, ""solver:openai/gpt-oss-20b"": 64}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,15.0,0.36363636363636365,0.004140309097902099,0.30153172716783216,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 131, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 73}",0.8531468531468531
eval,best_always,actual_realized,15.0,0.3881118881118881,0.0030106595979020982,0.34295199414335664,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}",
eval,oracle_true_success_and_cost,actual_realized,15.0,0.5594405594405595,0.0014218673041958042,0.5381125498776225,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,20.0,0.35664335664335667,0.003638724881118881,0.283868859020979,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 134, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 97}",0.8041958041958042
eval,q_bare_direct,oracle_actual_cost,20.0,0.3706293706293706,0.0026193949720279717,0.3182414711888112,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 135, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 16, ""solver:openai/gpt-oss-120b"": 53, ""solver:openai/gpt-oss-20b"": 82}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,20.0,0.35664335664335667,0.0031805442237762237,0.2930324721678322,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 138, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 52, ""solver:openai/gpt-oss-20b"": 90}",0.8671328671328671
eval,best_always,actual_realized,20.0,0.3881118881118881,0.0030106595979020982,0.32789869615384615,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}",
eval,oracle_true_success_and_cost,actual_realized,20.0,0.5594405594405595,0.0014218673041958042,0.5310032133566434,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,25.0,0.36013986013986016,0.0029269143951048946,0.28696700026223776,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 106}",0.8251748251748252
eval,q_bare_direct,oracle_actual_cost,25.0,0.3776223776223776,0.0021835555979020974,0.32303348767482515,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 140, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 17, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 88}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,25.0,0.35664335664335667,0.0026658749405594406,0.28999648312937065,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 141, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 101}",0.8671328671328671
eval,best_always,actual_realized,25.0,0.3881118881118881,0.0030106595979020982,0.31284539816433565,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}",
eval,oracle_true_success_and_cost,actual_realized,25.0,0.5594405594405595,0.0014218673041958042,0.5238938768356644,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,30.0,0.3531468531468531,0.0021297763916083914,0.28925356139860137,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 121}",0.8356643356643356
eval,q_bare_direct,oracle_actual_cost,30.0,0.3776223776223776,0.001961138902097902,0.31878821055944057,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 15, ""solver:openai/gpt-oss-120b"": 38, ""solver:openai/gpt-oss-20b"": 89}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,30.0,0.36363636363636365,0.002290096944055944,0.29493345531468534,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 113}",0.8531468531468531
eval,best_always,actual_realized,30.0,0.3881118881118881,0.0030106595979020982,0.29779210017482516,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}",
eval,oracle_true_success_and_cost,actual_realized,30.0,0.5559440559440559,0.0012962475349650347,0.5170566298951049,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,35.0,0.35664335664335667,0.001527906576923077,0.30316662645104897,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 132}",0.8391608391608392
eval,q_bare_direct,oracle_actual_cost,35.0,0.3776223776223776,0.0015494252797202798,0.3233924928321678,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 29, ""solver:openai/gpt-oss-20b"": 98}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,35.0,0.36363636363636365,0.0020327718671328673,0.2924893482867133,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 119}",0.8566433566433567
eval,best_always,actual_realized,35.0,0.3881118881118881,0.0030106595979020982,0.28273880218531466,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}",
eval,oracle_true_success_and_cost,actual_realized,35.0,0.5559440559440559,0.0012962475349650347,0.5105753922202797,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,40.0,0.34965034965034963,0.001351192958041958,0.2956026313286713,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 136}",0.8321678321678322
eval,q_bare_direct,oracle_actual_cost,40.0,0.3706293706293706,0.001404456055944056,0.3144511283916084,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 24, ""solver:openai/gpt-oss-20b"": 102}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,40.0,0.35664335664335667,0.0015974626013986015,0.2927448525874126,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 147, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 126}",0.8706293706293706
eval,best_always,actual_realized,40.0,0.2902097902097902,0.0002618322587412587,0.2797364998601399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,40.0,0.5559440559440559,0.0012962475349650347,0.5040941545454546,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,45.0,0.3531468531468531,0.0013188516538461537,0.2937985287237762,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 133}",0.8461538461538461
eval,q_bare_direct,oracle_actual_cost,45.0,0.3741258741258741,0.0012294531713286714,0.3188004814160839,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 151, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 17, ""solver:openai/gpt-oss-20b"": 107}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,45.0,0.35664335664335667,0.001396591437062937,0.2937967419755245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 149, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 131}",0.8741258741258742
eval,best_always,actual_realized,45.0,0.2902097902097902,0.0002618322587412587,0.2784273385664336,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,45.0,0.5559440559440559,0.0012962475349650347,0.49761291687062936,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,50.0,0.3531468531468531,0.0012955603461538463,0.28836883583916084,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 129}",0.8566433566433567
eval,q_bare_direct,oracle_actual_cost,50.0,0.3776223776223776,0.0011550074685314686,0.3198720041958042,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 14, ""solver:openai/gpt-oss-20b"": 108}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,50.0,0.35664335664335667,0.0012710948916083917,0.29308861206293707,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 129}",0.8776223776223776
eval,best_always,actual_realized,50.0,0.2902097902097902,0.0002618322587412587,0.27711817727272725,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,50.0,0.5559440559440559,0.0012962475349650347,0.4911316791958042,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,55.0,0.3531468531468531,0.0011952218041958041,0.28740965391608386,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 164, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 122}",0.8531468531468531
eval,q_bare_direct,oracle_actual_cost,55.0,0.3706293706293706,0.0010650571573426575,0.31205122697552445,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 154, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 110}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,55.0,0.34965034965034963,0.0012383801083916083,0.2815394436888112,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 126}",0.8776223776223776
eval,best_always,actual_realized,55.0,0.2902097902097902,0.0002618322587412587,0.27580901597902097,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,55.0,0.5524475524475524,0.0012302588356643356,0.4847833164860139,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 211, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,60.0,0.34965034965034963,0.0011437060174825174,0.2810279886013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 169, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 117}",0.8636363636363636
eval,q_bare_direct,oracle_actual_cost,60.0,0.3706293706293706,0.0009812773041958042,0.31175273237762235,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 111}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,60.0,0.34615384615384615,0.0012094986258741258,0.2735839286013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 127}",0.8951048951048951
eval,best_always,actual_realized,60.0,0.2902097902097902,0.0002618322587412587,0.2744998546853147,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,60.0,0.548951048951049,0.0011704038916083915,0.4787268154545455,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 212, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,75.0,0.33916083916083917,0.0010605578286713286,0.25961900201048954,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 182, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 104}",0.8426573426573427
eval,q_bare_direct,oracle_actual_cost,75.0,0.36013986013986016,0.0008864431748251747,0.29365662202797205,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 164, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 8, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 108}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,75.0,0.34615384615384615,0.001156716,0.25940014615384616,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 163, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 123}",0.8846153846153846
eval,best_always,actual_realized,75.0,0.2902097902097902,0.0002618322587412587,0.2705723708041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,75.0,0.5384615384615384,0.0010137947447552448,0.4624269326048951,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 215, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 41}",
eval,q_bare_direct,fixed_train_mean,100.0,0.34265734265734266,0.0009199154650349648,0.25066579615384615,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 198, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}",0.8531468531468531
eval,q_bare_direct,oracle_actual_cost,100.0,0.3531468531468531,0.0007729159825174826,0.2758552548951049,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 177, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 100}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,100.0,0.34615384615384615,0.0011051762587412587,0.23563622027972028,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 172, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 114}",0.8776223776223776
eval,best_always,actual_realized,100.0,0.2902097902097902,0.0002618322587412587,0.26402656433566435,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,100.0,0.5244755244755245,0.0008451209755244754,0.43996342692307694,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 218, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,150.0,0.32517482517482516,0.0007313620069930069,0.2154705241258741,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 217, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 69}",0.8741258741258742
eval,q_bare_direct,oracle_actual_cost,150.0,0.34265734265734266,0.0006343440524475523,0.24750573479020982,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 194, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 88}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,150.0,0.3321678321678322,0.0008596231118881117,0.20322436538461544,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 198, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}",0.8916083916083916
eval,best_always,actual_realized,150.0,0.2902097902097902,0.0002618322587412587,0.2509349513986014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,150.0,0.5104895104895105,0.0007332368776223776,0.40050397884615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 222, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,200.0,0.3111888111888112,0.0005963159755244755,0.19192561608391612,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 242, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 44}",0.8426573426573427
eval,q_bare_direct,oracle_actual_cost,200.0,0.3356643356643357,0.0004978686048951049,0.2360906146853147,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 211, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 72}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,200.0,0.3181818181818182,0.0007699004510489509,0.164201727972028,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 212, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 74}",0.8776223776223776
eval,best_always,actual_realized,200.0,0.2902097902097902,0.0002618322587412587,0.23784333846153846,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,200.0,0.5034965034965035,0.0006894178216783216,0.36561293916083926,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 224, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 42}",
